Time,Time Varying Load 671.Single phase time-varying loadA.P_measured,Time Varying Load 675.Single phase time-varying loadB.P_measured,Time Varying Load 671.Single phase time-varying loadA1.P_measured,Time Varying Load 671.Single phase time-varying loadA2.P_measured,Time Varying Load 675.Single phase time-varying loadA.P_measured,Time Varying Load 675.Single phase time-varying loadC.P_measured
312.0,64979.67578125,14446.126953125,60980.828125,64988.0703125,80287.734375,44036.578125
312.25,64980.35546875,14446.2119140625,60981.046875,64977.359375,80247.9609375,44036.70703125
312.5,64980.65625,14446.09375,60959.578125,64989.60546875,80289.671875,44036.43359375
312.75,64949.34765625,14446.23046875,60979.9921875,64988.54296875,80289.0546875,44036.14453125
313.0,64977.296875,14446.01171875,60980.65234375,64987.4375,80284.8671875,44031.37890625
313.25,64981.07421875,14441.255859375,60981.43359375,64988.31640625,80288.53125,44018.75390625
313.5,64979.52734375,14443.216796875,60980.5234375,64988.66796875,80288.2890625,44037.25390625
313.75,62974.3671875,13445.265625,58981.140625,61998.796875,77287.1796875,43040.48046875
314.0,62977.6796875,13444.8564453125,58978.34375,61984.1875,77284.984375,43035.23046875
314.25,62977.30078125,13444.8974609375,58978.375,61984.22265625,77284.0546875,43035.15625
314.5,62977.6015625,13444.9755859375,58978.55078125,61960.5703125,77244.9453125,43034.984375
314.75,62928.12109375,13432.7197265625,58900.6640625,61904.984375,77215.0,42979.8828125
315.0,62976.22265625,13444.9013671875,58966.90234375,61982.42578125,77281.8125,43035.0625
315.25,62948.55859375,13444.8271484375,58978.1640625,61984.34765625,77285.5390625,43035.42578125
315.5,62975.0546875,13440.0673828125,58978.05078125,61984.234375,77281.8046875,43015.75
315.75,64983.50390625,14445.98828125,59978.8515625,61984.87890625,75284.1640625,49045.50390625
316.0,64979.7734375,14446.166015625,59979.65234375,61984.81640625,75282.828125,49042.4765625
316.25,64980.328125,14446.087890625,59979.6875,61984.21484375,75282.5703125,49042.84765625
316.5,64979.94140625,14446.2255859375,59979.79296875,61984.265625,75281.4140625,49043.140625
316.75,64980.28125,14446.232421875,59979.71875,61963.640625,75243.359375,49043.33203125
317.0,64977.90625,14446.404296875,59958.80859375,61981.9296875,75275.9296875,49042.953125
317.25,64978.8203125,14446.150390625,59967.98046875,61984.7265625,75279.2578125,49042.82421875
317.5,64949.13671875,14445.98828125,59979.34375,61984.66796875,75282.546875,49043.125
317.75,56973.3359375,12440.6279296875,57982.9453125,56006.2109375,72300.078125,43051.1015625
318.0,56969.28125,12443.6865234375,57977.234375,55976.42578125,72278.0,43034.8671875
318.25,56970.38671875,12443.7265625,57977.2578125,55966.5546875,72278.6015625,43035.5
318.5,56969.64453125,12443.6533203125,57976.9921875,55966.26953125,72277.3046875,43035.24609375
318.75,56969.13671875,12443.69140625,57977.21875,55977.9140625,72240.296875,43035.14453125
319.0,56924.91796875,12432.490234375,57900.83984375,55905.96875,72213.6328125,42979.75
319.25,56922.75390625,12432.3017578125,57899.26953125,55904.80859375,72211.953125,42979.5234375
319.5,56965.76171875,12443.6416015625,57976.98046875,55976.70703125,72277.8125,43035.3984375
