Time,Node 680.V1_rms,Node 680.V2_rms,Node 680.V3_rms,Node 684.V1_rms,Node 684.V3_rms,Node 692.V1_rms,Node 692.V2_rms,Node 692.V3_rms,UpperBound,LowerBound
255.25,2375.646728515625,2442.716552734375,2401.361328125,2374.843994140625,2401.198974609375,2375.646728515625,2442.716552734375,2401.361328125,2522.0,2282.0
255.5,2376.90869140625,2442.71728515625,2401.363525390625,2374.822265625,2401.201171875,2376.90869140625,2442.71728515625,2401.363525390625,2522.0,2282.0
255.75,2375.620849609375,2442.7177734375,2401.362548828125,2374.818115234375,2401.2001953125,2375.620849609375,2442.7177734375,2401.362548828125,2522.0,2282.0
256.0,2375.62255859375,2442.716796875,2401.375732421875,2374.81982421875,2401.21337890625,2375.62255859375,2442.716796875,2401.375732421875,2522.0,2282.0
256.25,2375.620849609375,2442.717529296875,2401.369384765625,2374.818115234375,2401.207275390625,2375.620849609375,2442.717529296875,2401.369384765625,2522.0,2282.0
256.5,2375.6220703125,2442.717041015625,2401.36279296875,2374.8193359375,2401.200439453125,2375.6220703125,2442.717041015625,2401.36279296875,2522.0,2282.0
256.75,2375.62109375,2442.717529296875,2401.362548828125,2374.818359375,2401.2001953125,2375.62109375,2442.717529296875,2401.362548828125,2522.0,2282.0
257.0,2376.427001953125,2441.330322265625,2403.568359375,2376.99951171875,2403.462646484375,2376.427001953125,2441.330322265625,2403.568359375,2522.0,2282.0
257.25,2377.71484375,2441.32861328125,2403.57080078125,2375.71923828125,2403.465087890625,2377.71484375,2441.32861328125,2403.57080078125,2522.0,2282.0
257.5,2377.713623046875,2441.3388671875,2403.573486328125,2375.718017578125,2403.4677734375,2377.713623046875,2441.3388671875,2403.573486328125,2522.0,2282.0
257.75,2376.428466796875,2441.329833984375,2403.57275390625,2375.717041015625,2403.467041015625,2376.428466796875,2441.329833984375,2403.57275390625,2522.0,2282.0
258.0,2376.42578125,2442.64794921875,2403.571533203125,2375.71435546875,2403.4658203125,2376.42578125,2442.64794921875,2403.571533203125,2522.0,2282.0
258.25,2376.43017578125,2441.32421875,2403.583740234375,2375.71875,2403.478271484375,2376.43017578125,2441.32421875,2403.583740234375,2522.0,2282.0
258.5,2376.445556640625,2441.328369140625,2403.579345703125,2375.734375,2403.473876953125,2376.445556640625,2441.328369140625,2403.579345703125,2522.0,2282.0
258.75,2376.42724609375,2441.328857421875,2404.87060546875,2375.7158203125,2403.466064453125,2376.42724609375,2441.328857421875,2404.87060546875,2522.0,2282.0
259.0,2379.140380859375,2440.717529296875,2402.248046875,2378.404052734375,2402.049560546875,2379.140380859375,2440.717529296875,2402.248046875,2522.0,2282.0
259.25,2379.146484375,2440.716064453125,2402.24365234375,2378.41015625,2402.044921875,2379.146484375,2440.716064453125,2402.24365234375,2522.0,2282.0
259.5,2379.169921875,2440.71533203125,2402.236572265625,2379.71875,2402.037841796875,2379.169921875,2440.71533203125,2402.236572265625,2522.0,2282.0
259.75,2379.146484375,2440.72607421875,2402.2373046875,2378.41015625,2402.03857421875,2379.146484375,2440.72607421875,2402.2373046875,2522.0,2282.0
260.0,2379.14990234375,2440.71630859375,2402.23974609375,2378.41357421875,2402.041015625,2379.14990234375,2440.71630859375,2402.23974609375,2522.0,2282.0
