Time,Time Varying Load 611.Single phase time-varying load1.P_measured,Time Varying Load 634.Single phase time-varying load with the Master PulseA.P_measured,Time Varying Load 634.Single phase time-varying load with the Master PulseB.P_measured,Time Varying Load 634.Single phase time-varying load with the Master PulseC.P_measured,Time Varying Load 645.Single phase time-varying load645.P_measured,Time Varying Load 646.Single phase time-varying load646.P_measured,Time Varying Load 652.Single phase time-varying load652.P_measured,Time Varying Load 692.Single phase time-varying loadC.P_measured
301.0,42013.58203125,58006.9375,32014.900390625,36022.6015625,56017.62890625,71025.4453125,40008.51953125,40999.6796875
301.25,42013.5546875,58006.9375,32014.90234375,36022.6015625,56017.82421875,71025.9609375,40006.90625,40999.21484375
301.5,42004.80078125,58006.93359375,32014.908203125,36022.59375,55999.6015625,71025.21875,40007.8515625,41010.0859375
301.75,47005.41015625,54035.140625,31997.935546875,38012.07421875,53004.88671875,73026.375,37007.359375,46011.3359375
302.0,46999.62890625,54035.1484375,31997.9375,38012.06640625,53016.53125,73025.671875,37007.30078125,46011.24609375
302.25,47015.09765625,54035.1484375,31997.94140625,38012.0625,53016.75390625,73026.2578125,37007.296875,46011.24609375
302.5,47015.16015625,54035.1484375,31997.947265625,38012.05859375,53016.56640625,72997.5546875,37007.28515625,46011.26171875
302.75,47015.16015625,54035.14453125,31997.947265625,38012.05859375,53016.53515625,72996.5390625,37007.28125,46011.2578125
303.0,47015.25390625,54035.1484375,31997.919921875,38012.0859375,53016.41015625,73026.125,37007.28515625,46011.33203125
303.25,47015.16796875,54035.1484375,31997.923828125,38012.08203125,53016.1640625,73026.296875,37007.6796875,46011.46484375
303.5,47015.14453125,54035.1484375,31997.927734375,38012.078125,53016.44921875,73026.265625,37006.9609375,45998.15234375
303.75,47015.16796875,54018.8359375,31997.931640625,38017.9375,51016.15625,75027.0,38007.453125,46011.2265625
304.0,47005.34765625,54018.8359375,31997.935546875,38017.93359375,51004.328125,75026.8203125,38007.45703125,46011.30078125
304.25,46999.61328125,54018.8359375,31997.9375,38017.9296875,51015.95703125,75026.859375,38007.5,46011.24609375
304.5,47015.09765625,54018.83203125,31997.94140625,38017.9296875,51015.68359375,75026.7265625,38007.49609375,46011.24609375
304.75,47015.16015625,54018.83203125,31997.9453125,38017.921875,51015.62890625,75026.890625,38007.48046875,46011.265625
305.0,46935.18359375,54018.625,31947.8984375,37953.76171875,50936.6640625,74854.9140625,38007.27734375,45981.33984375
305.25,47015.25390625,54018.8359375,31997.921875,38017.94921875,51016.3671875,75027.0,38007.484375,46011.33203125
305.5,47015.1640625,54018.8359375,31997.923828125,38017.94921875,51015.859375,75026.9921875,37987.69140625,46011.546875
305.75,45014.515625,52026.0390625,31997.9296875,39991.79296875,49014.9140625,76026.7421875,39007.32421875,42998.33984375
306.0,45014.59765625,52026.04296875,31997.935546875,39991.78515625,48999.36328125,76027.03125,39007.63671875,43010.546875
306.25,45014.59375,52026.046875,31997.9375,39991.78515625,49004.1640625,76027.2265625,39007.6640625,43010.5703125
306.5,44999.640625,52026.04296875,31997.939453125,39991.78125,49015.1640625,76027.1796875,39007.70703125,43010.51171875
306.75,45014.45703125,52026.04296875,31997.943359375,39991.77734375,49015.4765625,76027.59375,39007.69140625,43010.515625
307.0,45014.515625,52026.04296875,31997.94921875,39991.76953125,49015.34765625,75997.265625,39007.67578125,43010.52734375
307.25,45014.515625,52026.04296875,31997.951171875,39991.76953125,49015.29296875,75996.890625,39007.67578125,43010.5234375
307.5,45014.6328125,52026.046875,31997.921875,39991.80078125,49015.42578125,76027.140625,39007.7890625,43010.6796875
307.75,45014.58203125,53014.27734375,29019.955078125,40018.734375,52016.328125,72025.7109375,39987.078125,45011.33203125
308.0,45014.515625,53014.265625,29019.958984375,40018.7265625,52016.546875,72025.4140625,40007.390625,44998.21875
308.25,45014.515625,53014.265625,29019.9609375,40018.72265625,52016.42578125,72025.625,40007.796875,45010.9765625
308.5,44999.75,53014.265625,29019.966796875,40018.71484375,52004.60546875,72025.578125,40007.8515625,45011.04296875
308.75,45014.46875,53014.265625,29019.970703125,40018.7109375,52016.44140625,72025.5859375,40007.890625,45011.0078125
309.0,45936.4921875,51025.26953125,29964.66796875,39951.09765625,51934.97265625,72858.390625,39007.45703125,46980.8984375
309.25,46014.8671875,51025.46875,30011.580078125,40018.67578125,52016.63671875,73026.1171875,39007.80078125,46998.27734375
309.5,46014.921875,51025.46875,30011.583984375,40018.66796875,51999.88671875,73026.6328125,39007.6640625,47011.55078125
